previous_units,current_units,people,acs,fans,fridges,tvs,month,bill
190,332.1,1,3,3,2,1,11,3937.2
394,467.8,1,0,2,1,0,1,4784.99
185,166.0,7,2,4,2,3,11,2459.71
444,555.3,2,3,6,2,0,9,5935.32
397,365.2,1,3,4,1,4,10,4551.75
455,545.6,4,0,4,2,4,6,6411.24
97,30.0,4,3,1,1,3,2,1083.85
493,588.1,5,3,2,1,3,2,6459.15
326,317.6,5,0,6,2,3,2,3621.53
492,440.0,7,2,6,1,4,10,5291.15
209,213.8,6,2,1,1,2,7,3226.11
478,517.4,1,3,1,1,3,3,5623.0
314,299.4,1,0,6,2,2,2,3505.75
82,140.8,1,3,2,1,3,1,1892.15
234,213.2,3,2,5,1,1,4,3117.51
112,175.4,3,1,6,2,0,9,2111.41
473,524.0,7,1,6,1,4,11,5372.63
187,202.7,3,3,4,2,3,8,2940.61
150,139.1,1,3,3,2,3,12,2137.76
298,328.6,7,1,6,2,1,5,4496.11
241,299.5,2,3,5,2,3,4,4283.57
93,257.3,7,2,6,2,2,9,3215.53
417,502.8,6,0,4,2,0,2,5118.38
430,518.3,7,2,7,2,4,11,5646.51
384,620.2,6,3,6,2,4,10,6629.18
327,383.1,2,0,1,2,4,1,4121.26
231,284.9,5,0,3,2,2,3,3153.54
294,363.3,3,0,6,1,1,8,3725.47
284,233.4,5,2,1,2,0,9,2870.57
124,112.9,6,0,5,1,3,3,1673.3
86,70.6,4,3,3,1,4,9,1547.37
163,228.3,3,0,2,1,0,6,2829.51
254,261.8,7,0,4,1,3,9,3006.97
122,151.7,5,1,7,1,0,6,2310.08
98,194.1,7,3,7,2,3,6,3259.17
433,513.4,2,3,3,1,0,5,6437.14
218,226.7,6,1,1,1,4,2,3028.21
312,285.1,3,2,7,1,0,3,3558.18
285,384.5,4,3,7,1,2,3,4641.89
380,454.2,7,3,5,1,3,10,5100.98
382,289.6,3,0,5,2,4,6,3711.92
183,181.1,2,3,4,1,1,5,2927.84
431,462.6,7,3,1,1,4,11,5390.37
217,291.5,7,2,2,1,0,11,3514.99
425,508.7,3,2,2,2,2,3,5587.76
232,271.9,3,1,7,1,4,5,3369.59
99,160.0,2,3,1,1,1,5,2713.17
392,416.5,1,3,4,1,2,11,4761.87
63,35.8,4,2,3,1,2,9,940.13
397,398.7,2,2,1,1,1,7,5151.23
69,90.3,6,1,7,1,3,3,1587.84
143,160.6,2,2,1,2,2,5,2586.44
321,209.0,5,0,6,1,3,1,2782.97
473,465.2,4,3,6,2,2,9,5419.68
233,256.9,5,2,6,2,4,12,3116.72
104,104.3,1,2,2,1,2,10,1628.93
154,156.7,4,0,7,1,3,4,2133.39
453,507.2,5,2,5,1,3,6,6438.89
377,321.5,3,0,3,2,4,12,3788.24
95,30.0,7,3,5,1,4,6,1457.58
223,218.6,4,2,3,1,1,11,2717.77
169,242.5,3,1,2,1,1,7,3055.7
130,268.1,1,3,3,1,1,6,3576.84
430,504.7,2,3,4,1,2,8,5565.43
327,244.2,4,0,5,1,2,3,2847.85
130,133.7,3,0,2,2,0,6,2030.57
342,380.0,7,1,2,1,4,4,5001.67
236,268.4,6,0,7,1,4,10,3238.55
77,134.8,2,2,4,2,3,8,1847.18
252,207.8,5,2,7,1,1,5,3420.14
133,157.5,4,2,3,1,4,10,2419.41
160,209.4,1,0,3,2,1,6,2874.18
445,522.8,5,3,2,1,1,12,5690.0
369,332.6,4,3,4,2,4,8,4071.9
110,105.8,1,2,6,1,4,11,1643.77
433,263.7,4,0,4,1,2,12,3041.0
308,284.5,6,1,3,1,0,4,3833.76
443,426.3,3,2,7,1,0,4,5601.26
386,334.6,3,2,5,1,4,11,4160.95
202,233.6,1,0,3,2,1,3,2527.59
290,306.1,2,3,1,2,3,10,3732.24
288,149.9,7,3,4,1,1,3,2529.91
373,408.1,5,2,5,2,2,11,4573.67
161,116.0,2,1,7,2,4,9,1939.83
199,253.0,4,2,2,2,2,7,3607.84
160,90.3,2,0,2,2,2,6,1613.47
183,205.1,4,2,7,1,2,8,2760.42
122,122.2,2,0,4,1,1,5,1880.81
66,107.2,5,0,1,2,2,5,1768.19
473,501.7,4,2,1,2,2,3,5352.16
83,85.1,5,2,4,2,0,2,1710.3
449,361.5,4,3,5,1,2,11,4459.42
51,30.0,3,2,2,2,3,9,1034.05
399,378.1,2,3,3,1,0,6,5075.97
197,216.4,2,3,6,2,4,10,3024.38
282,259.4,4,1,7,1,4,8,3307.48
176,239.8,4,3,4,1,3,8,2980.73
270,270.5,5,1,3,2,0,2,3350.73
253,205.4,1,2,3,2,2,7,3124.21
288,288.5,2,0,1,1,4,2,3082.83
226,261.8,6,0,1,1,0,9,2813.63
291,333.7,7,2,6,1,3,1,3859.72
421,572.5,7,1,1,1,4,7,6572.17
245,218.2,3,2,6,2,0,5,3379.54
212,226.9,1,0,2,1,1,2,2720.33
109,158.8,2,1,5,1,3,6,2160.16
211,229.4,1,2,7,2,4,3,2841.9
106,91.0,7,2,6,2,3,3,1902.24
132,43.6,7,3,6,1,2,11,1526.05
478,462.2,6,3,2,2,3,5,6261.81
90,34.8,6,3,5,2,2,5,1614.69
266,165.1,3,0,5,2,2,1,2129.65
425,389.3,4,2,3,1,3,4,5120.62
478,424.7,6,0,1,2,0,5,4959.49
116,176.9,6,1,7,2,1,9,2205.28
123,185.1,4,0,2,2,0,2,2249.02
217,173.7,6,1,7,2,3,12,2617.0
299,300.8,3,0,7,1,3,2,3522.97
481,370.9,3,2,1,2,0,8,4381.67
143,128.4,6,0,6,2,0,1,1533.72
123,170.9,3,2,5,2,1,10,2261.01
163,240.7,6,2,2,2,1,9,3146.67
443,413.1,4,0,6,1,2,11,4634.68
63,156.6,3,0,1,2,2,12,1989.48
221,134.9,2,3,2,2,1,11,2201.04
103,35.7,5,2,7,2,0,8,1109.27
120,189.7,4,1,6,2,3,11,2418.47
462,599.0,3,3,1,2,3,2,6371.8
50,104.5,6,0,2,1,3,8,1634.1
194,211.2,1,3,2,2,4,12,2878.78
461,327.3,1,0,1,2,4,5,4244.77
323,201.4,7,2,2,1,4,12,2900.13
82,111.1,5,0,5,1,3,7,1839.78
259,253.9,4,0,1,1,0,6,3298.71
486,428.6,1,1,3,1,1,4,5226.8
230,254.6,5,0,3,2,2,2,2782.7
287,315.1,4,1,7,1,3,11,3786.35
289,375.1,5,0,7,2,4,9,3867.77
347,376.6,1,0,6,1,3,5,4759.97
134,240.0,4,3,3,1,1,12,2777.42
427,447.6,5,3,4,2,3,3,5111.24
494,505.9,3,3,4,1,3,10,5762.02
114,208.5,1,0,7,2,3,6,2726.13
418,369.5,7,1,6,2,2,8,4154.6
417,634.0,5,1,7,1,3,1,6469.46
383,429.3,5,1,4,1,1,8,4625.64
216,262.7,6,1,7,2,1,9,3140.07
260,316.8,5,2,6,2,1,12,3687.53
427,578.4,1,1,6,1,1,5,6692.62
118,193.5,4,1,5,2,3,1,2367.27
422,329.6,7,3,3,1,1,1,4454.64
464,582.2,3,3,5,1,0,2,6167.39
356,352.1,7,1,3,2,0,4,4572.08
203,230.5,1,0,5,1,4,10,2535.71
301,231.5,3,2,2,1,2,3,3188.34
72,128.8,3,1,6,2,2,2,1627.15
469,443.4,5,3,4,2,4,1,5258.84
204,231.0,2,1,5,1,0,5,3075.25
75,75.1,2,0,2,2,4,8,1027.12
407,561.8,5,0,6,2,3,4,6461.03
345,503.8,2,0,6,1,3,6,5826.92
330,353.3,7,1,2,1,2,3,3864.97
74,98.5,7,1,3,2,3,10,1681.47
387,380.9,3,3,5,1,1,1,4677.94
336,433.4,4,3,7,2,1,3,4960.72
407,404.0,3,0,6,1,4,7,4808.53
422,412.5,3,3,4,2,1,11,4700.34
145,233.5,5,2,3,2,3,5,3338.37
144,126.3,3,1,7,1,4,1,1853.35
465,482.4,2,1,7,2,2,7,5980.22
288,197.3,2,1,7,2,1,4,3046.5
247,316.3,7,0,3,2,4,4,4257.97
179,334.9,2,3,4,1,4,12,3857.21
337,407.5,3,0,2,1,2,12,4043.52
389,511.3,5,0,7,2,0,4,6152.58
51,30.0,1,1,7,2,2,8,1104.76
298,334.5,2,0,2,1,2,7,4066.52
497,451.0,2,0,2,1,0,12,4639.86
176,180.1,7,1,4,1,2,12,2468.37
176,250.1,7,1,3,2,0,5,3380.57
445,472.1,6,0,4,2,3,1,4762.76
77,30.0,2,3,3,2,2,1,1297.02
228,155.9,5,3,5,1,3,1,2628.44
256,179.3,5,2,7,1,2,10,2791.54
409,463.4,7,2,7,1,3,9,5112.0
108,272.5,2,3,4,2,3,10,3315.02
245,360.4,6,1,6,1,0,2,3953.79
118,30.0,2,1,5,1,2,1,993.85
404,523.5,4,0,2,1,3,3,5270.08
334,419.5,7,2,6,1,2,8,4721.55
273,184.8,1,0,3,2,1,1,2296.61
226,224.8,2,2,5,2,4,8,3020.24
118,214.7,6,3,6,2,0,11,3048.46
464,522.5,1,0,7,2,4,2,5292.79
341,269.4,5,2,7,1,3,9,3456.3
193,255.8,4,1,6,1,1,7,3366.82
236,106.4,3,1,4,1,0,12,1657.59
376,380.4,7,2,3,2,4,3,4288.58
373,472.7,6,0,4,2,2,3,4912.29
257,278.3,3,3,7,1,4,1,3614.88
186,171.1,1,1,2,2,4,9,2214.4
346,428.3,1,1,4,2,0,11,4490.81
346,434.2,1,3,5,1,3,1,4895.12
319,430.7,7,0,1,2,1,6,5301.28
82,163.2,5,1,5,2,4,9,2138.3
262,357.7,5,3,2,1,1,10,3994.92
326,397.3,2,1,2,1,0,12,4153.24
477,515.6,6,0,5,2,3,9,5645.24
286,312.3,6,1,1,2,2,12,3445.47
204,207.4,6,3,2,2,2,12,2999.43
300,235.1,4,3,4,1,1,12,3320.05
129,82.1,5,3,5,2,2,6,1814.02
90,90.3,4,1,1,2,4,5,1791.62
355,391.9,3,3,3,1,3,6,5280.29
493,613.9,5,1,3,2,4,12,6315.15
430,447.1,3,3,4,1,1,4,5729.94
312,402.2,7,3,3,1,4,10,4608.92
68,163.6,6,0,1,2,1,8,1906.3
494,497.8,6,3,4,1,4,1,5635.5
252,313.6,6,2,6,2,4,6,4318.18
180,183.0,4,2,5,2,0,3,2469.88
451,563.5,7,3,3,2,4,9,6357.2
385,449.5,2,0,4,2,3,6,5204.04
387,323.7,4,2,1,2,3,5,4283.69
174,205.3,1,0,2,2,2,1,2468.13
496,631.4,3,1,4,2,1,2,6382.37
253,260.3,5,0,5,2,4,10,3003.59
289,340.3,4,0,4,1,0,11,3579.24
387,445.2,7,3,7,1,4,4,5984.57
346,293.4,5,1,5,1,1,10,3411.49
127,182.7,3,1,1,2,3,7,2676.9
186,108.4,3,1,4,2,2,5,1912.37
212,188.2,5,2,5,2,1,6,2994.83
476,571.3,6,2,1,1,1,9,5748.1
371,416.0,2,2,3,1,1,11,4684.85
214,212.7,5,3,7,1,4,6,3449.37
380,431.3,5,1,3,2,3,5,5481.12
382,397.8,1,3,4,2,3,10,4676.5
227,247.9,7,3,2,1,3,7,3836.85
231,297.0,4,2,1,2,2,5,4004.99
452,421.1,2,0,3,1,4,6,5172.47
302,324.8,5,1,6,2,1,7,4184.44
117,115.1,5,2,7,2,4,2,1866.02
373,282.0,7,1,5,1,1,1,3450.93
315,270.6,1,1,6,2,1,8,3128.09
279,408.8,3,1,5,2,2,3,4523.81
376,422.9,2,0,5,2,3,7,5148.98
458,385.3,5,0,3,1,3,10,4142.48
198,110.2,4,3,1,1,3,3,1992.45
238,250.1,4,0,3,1,0,5,3209.3
135,264.3,7,3,7,1,0,12,3315.96
341,347.9,4,1,4,2,4,1,4006.81
231,342.5,3,3,6,2,4,10,4090.86
204,248.6,1,1,1,2,0,3,2636.73
363,416.0,3,3,2,1,4,11,4480.59
233,159.5,7,2,3,2,1,5,2767.49
258,343.6,4,3,3,2,4,1,4171.6
248,244.6,7,0,7,2,4,9,2951.46
166,246.4,4,3,4,2,3,2,3342.2
106,69.0,4,1,5,2,0,5,1544.65
422,454.4,4,1,5,1,3,7,5793.75
91,135.6,4,0,3,1,0,9,1799.68
196,205.2,1,3,7,2,1,6,3376.04
350,398.3,1,2,2,1,3,11,4225.79
109,110.4,4,3,1,1,0,6,2147.6
344,318.6,5,2,6,2,1,5,4606.48
379,511.4,4,0,5,1,3,5,5980.65
348,441.4,4,1,2,2,0,10,4713.82
187,153.7,3,1,7,1,1,8,1951.52
58,117.8,5,0,2,1,0,2,1715.74
449,417.0,5,3,2,1,3,10,4787.34
196,133.1,1,3,2,1,0,5,2171.52
412,504.4,4,2,2,1,1,5,6114.05
139,39.7,5,2,6,1,2,2,1024.75
123,207.9,6,2,5,2,1,12,2585.0
400,402.3,3,2,5,1,1,1,4828.96
472,477.2,7,0,7,1,4,12,5080.77
437,485.7,5,2,1,2,3,1,5149.66
388,448.7,4,3,5,1,0,7,5793.07
161,123.2,5,3,1,1,4,2,2022.34
460,530.2,7,2,7,1,2,6,6763.36
350,377.9,2,3,5,1,0,11,4252.33
127,59.1,2,2,6,2,4,8,1501.31
108,116.1,4,1,4,2,1,7,1863.0
442,558.7,1,1,3,1,1,2,5946.54
173,310.4,6,2,5,2,0,12,3658.0
394,464.2,7,3,6,1,4,5,6113.6
112,48.7,5,0,2,1,1,7,1116.62
176,230.3,7,1,7,1,2,11,2784.58
177,256.6,1,2,6,1,1,8,2932.88
176,246.8,5,3,1,1,4,9,3067.35
353,427.9,4,1,7,1,3,3,4828.16
461,506.4,2,2,2,2,2,6,6191.89
459,473.9,3,0,5,1,1,7,5379.51
383,360.4,4,1,1,1,3,3,3879.08
141,30.0,5,3,2,1,2,5,1630.71
482,525.8,2,2,5,1,4,10,5631.48
293,326.0,5,3,5,1,3,12,3977.9
295,354.0,7,0,5,1,0,10,3942.43
365,291.4,1,1,3,1,4,12,3310.99
396,461.2,7,3,6,1,0,12,5312.53
478,641.8,5,3,1,1,1,3,6629.36
312,337.5,3,3,6,1,2,11,4126.94
324,339.7,6,1,3,1,1,8,3775.27
385,426.6,5,3,5,1,4,11,4918.38
164,326.3,6,1,7,2,4,8,3777.58
188,136.3,1,3,2,2,0,2,2248.39
331,365.2,1,3,3,1,1,7,4804.45
78,42.0,5,1,6,1,1,10,1049.6
194,175.7,3,1,7,1,3,2,2534.52
373,389.5,2,3,2,2,2,7,5266.12
489,603.3,3,1,4,2,3,8,6156.03
283,429.1,6,1,3,2,0,6,5134.54
229,280.4,2,2,4,1,2,10,3417.82
248,241.6,7,3,3,1,1,2,3245.88
358,552.5,3,0,1,1,1,5,6147.86
295,285.1,2,3,7,2,3,12,3674.38
60,40.0,1,1,5,2,0,7,1167.73
292,187.8,7,0,4,1,0,3,2413.18
230,347.7,1,1,1,2,2,2,3827.8
365,452.8,3,1,1,1,3,8,4880.89
443,632.2,5,2,4,1,2,12,6575.85
483,405.7,4,2,5,1,0,1,4821.58
324,446.1,2,0,2,2,3,2,4521.61
213,237.9,1,1,6,1,1,5,3273.47
249,325.4,5,0,3,2,3,3,3651.84
129,33.7,4,1,1,2,1,2,1166.06
471,593.8,1,2,4,1,4,4,7200.91
431,506.1,2,3,2,2,1,8,5600.6
434,451.3,4,0,1,1,4,10,4938.12
197,262.2,2,2,1,2,1,4,3487.7
194,160.4,3,1,2,1,3,9,2123.58
435,414.4,1,1,4,1,2,10,4450.66
295,282.6,6,2,7,2,0,1,3501.81
367,257.3,5,0,2,2,0,11,2806.68
270,350.3,6,3,1,1,2,3,4277.63
249,352.4,1,1,2,2,0,9,3600.45
334,304.9,3,0,3,1,3,10,3390.41
415,459.4,2,3,2,2,0,11,4934.25
200,201.4,5,3,3,2,2,5,3360.7
414,457.0,6,2,7,1,1,8,4997.78
159,135.1,2,2,3,2,0,1,1877.06
231,189.2,6,0,5,2,1,6,2796.33
460,553.6,5,1,5,1,2,12,5678.8
479,494.5,6,1,1,1,1,2,5179.04
465,626.5,1,3,2,1,1,2,6504.31
192,215.2,7,1,3,1,1,9,2764.38
429,384.2,4,2,4,1,1,7,4982.53
471,576.9,2,1,1,2,2,6,6639.22
490,554.2,2,2,5,2,4,3,5951.9
59,129.9,7,0,3,1,2,3,1751.54
385,488.3,7,2,3,1,2,9,5472.94
498,472.3,1,0,5,2,3,5,5580.61
394,405.1,4,2,7,2,2,10,4617.4
154,162.0,6,0,7,1,4,6,2596.56
393,322.6,5,3,7,1,2,5,4949.83
97,98.5,2,3,3,1,1,3,1633.33
266,379.5,3,2,1,1,2,8,4043.82
331,367.6,3,3,2,1,3,4,4974.21
255,180.8,3,3,3,1,1,11,2572.03
364,275.1,7,0,3,1,1,5,3618.27
158,294.5,2,2,2,1,2,10,3325.12
322,335.7,5,1,2,1,4,6,4557.03
340,314.7,7,3,2,1,1,5,4358.21
335,335.8,6,3,5,1,2,6,4931.29
180,96.6,6,3,4,2,3,6,2267.86
187,306.6,2,1,1,1,3,6,3828.05
166,158.5,1,0,4,1,0,11,2069.69
257,372.7,6,0,6,2,1,9,4001.73
313,336.6,6,0,3,2,4,1,3707.15
213,333.1,6,3,3,1,4,1,4054.93
234,272.0,3,2,2,1,3,1,3224.16
178,257.7,4,1,3,1,0,9,2969.52
148,218.3,1,1,2,2,2,3,2514.4
345,408.6,3,0,7,1,0,5,4979.07
417,461.4,4,2,7,1,1,10,4914.21
180,183.7,1,1,3,2,4,2,2222.72
437,591.1,1,3,7,2,1,2,6110.19
306,262.5,1,0,6,1,0,1,2923.05
125,145.3,2,3,1,1,3,4,2318.25
214,235.0,7,0,4,2,3,2,2730.12
53,101.2,5,1,5,2,3,8,1494.3
67,56.9,7,1,3,2,4,9,1496.84
201,243.0,2,2,4,2,3,3,2899.18
254,262.2,5,2,4,1,3,7,3604.6
408,317.3,7,0,5,2,4,4,4345.93
110,130.7,3,1,3,2,1,1,2023.9
427,370.0,5,2,5,2,2,6,5048.46
155,53.6,5,1,2,1,2,9,1246.82
112,141.6,6,0,7,1,3,3,2054.26
364,418.2,7,0,1,1,2,10,4492.03
398,454.9,5,2,1,2,2,12,5054.57
322,381.7,5,1,1,2,0,1,4066.48
102,30.0,7,2,3,1,3,2,1272.11
101,30.0,5,0,5,2,0,4,879.99
225,383.1,3,2,7,2,2,11,4172.96
252,198.7,5,0,4,2,2,2,2664.48
499,561.8,4,2,2,1,3,6,7015.1
178,149.9,2,3,3,1,2,7,2684.73
136,161.6,4,1,1,1,0,2,1806.61
475,450.7,5,0,4,2,2,1,4681.53
119,178.3,7,0,6,2,1,2,2146.39
61,90.6,5,1,1,1,1,1,1388.3
240,228.6,2,0,6,1,1,7,2857.98
230,176.5,7,3,2,2,0,12,2658.64
328,366.7,5,3,5,2,4,5,5309.91
444,379.1,3,3,6,1,1,4,5268.52
469,518.9,6,3,6,1,2,3,5835.23
180,383.9,3,2,5,2,4,12,4083.5
491,605.5,3,1,5,2,1,12,6005.72
334,404.3,6,1,2,2,4,8,4300.55
81,95.0,7,1,1,2,2,6,1618.07
472,356.3,4,3,3,1,4,2,4428.96
112,39.4,3,1,5,2,2,12,1169.87
314,423.8,7,1,5,2,0,1,4466.09
405,369.7,2,2,6,1,4,2,4322.43
162,133.1,6,1,3,1,4,9,2163.71
171,179.4,5,1,7,1,4,3,2648.24
264,209.7,6,0,4,1,0,2,2633.43
448,382.1,3,0,2,1,4,8,4122.05
150,166.5,6,0,6,2,1,1,2231.6
348,305.6,1,1,1,1,4,4,4153.25
253,221.1,6,3,3,2,4,8,2902.99
100,65.3,1,1,6,2,0,3,1428.44
369,425.6,5,2,6,2,1,10,4720.08
424,427.8,2,1,2,1,1,2,4485.16
309,316.5,7,1,2,1,1,8,3581.51
129,190.8,6,0,1,1,2,1,2253.66
120,130.1,1,2,1,2,2,9,1773.12
240,240.5,7,2,6,1,3,10,3120.1
277,329.9,2,1,6,1,3,10,3729.87
298,364.8,4,2,4,2,1,4,4794.99
159,168.7,1,1,4,2,0,3,2184.88
275,300.6,1,1,3,1,3,12,3315.39
182,147.3,2,2,2,2,0,9,2209.3
358,317.8,4,2,1,1,0,3,3851.94
408,481.8,4,0,5,1,3,1,5084.26
343,394.1,6,1,1,1,1,5,4952.15
50,101.9,2,1,1,2,0,8,1553.01
496,535.7,6,3,6,1,1,5,6959.23
60,83.2,1,1,5,1,2,10,1646.7
499,567.7,3,3,4,2,4,7,7300.71
64,149.5,2,2,2,1,4,12,2018.7
282,365.8,1,0,2,1,3,11,3632.44
97,109.9,5,1,4,1,4,6,1935.11
92,209.1,7,3,3,2,2,11,2801.12
357,393.0,5,1,4,2,2,6,5066.1
377,441.3,6,2,2,2,4,1,4858.75
103,142.7,5,3,2,1,1,4,2652.5
489,526.3,1,2,1,2,4,5,6312.79
194,162.5,3,0,3,2,4,12,1901.38
193,262.1,6,1,2,2,1,10,3042.56
183,402.2,1,1,2,2,3,2,4005.29
257,250.8,1,1,4,2,3,1,2832.68
130,155.0,6,3,4,1,3,7,2690.17
241,229.8,1,0,2,1,1,7,2831.09
144,129.8,7,2,5,2,4,9,2180.69
73,201.1,6,3,3,1,2,4,3010.66
215,187.9,5,3,3,2,0,10,2664.02
352,338.8,4,2,4,2,0,5,4577.2
393,301.9,1,3,1,1,3,5,4441.08
209,176.0,3,1,3,2,2,6,2855.68
195,95.4,6,2,5,1,0,12,1834.11
404,468.2,7,2,1,2,2,5,5972.86
356,572.0,4,0,4,1,2,7,6427.71
424,418.3,6,0,1,1,0,11,4456.88
457,360.3,6,3,5,2,1,1,4552.91
419,502.0,1,0,1,1,2,7,5897.83
471,440.1,5,1,2,1,3,9,4591.5
237,348.0,5,2,3,1,3,11,3908.49
227,227.3,4,2,5,2,0,1,2971.62
194,169.8,6,2,6,1,3,9,2490.78
155,162.5,7,3,4,1,4,10,2428.15
386,459.0,4,3,1,1,0,5,5660.04
371,375.1,3,3,3,2,4,9,4569.62
410,395.2,7,2,6,1,0,6,5167.98
125,131.1,7,3,1,1,3,8,1973.28
271,202.0,5,2,6,2,1,5,3362.3
149,196.8,5,2,3,1,3,3,2646.57
451,345.9,1,3,1,2,4,10,4235.91
170,158.9,3,3,5,1,4,3,2334.33
114,187.2,2,0,1,2,4,3,2134.87
306,347.2,4,3,3,1,4,11,4292.22
445,506.3,6,2,2,2,1,12,5310.08
462,477.4,2,3,5,2,2,8,5202.79
93,194.9,7,2,1,1,3,7,2832.6
196,280.7,1,3,1,1,0,5,3782.81
119,170.2,1,1,4,1,2,8,2035.13
188,272.9,7,0,7,1,2,8,3151.75
290,362.5,1,0,1,2,4,7,4469.31
176,165.2,6,1,4,1,0,8,2244.6
80,30.0,6,0,6,2,0,7,1127.55
279,328.4,3,1,3,1,0,11,3615.54
73,131.2,1,0,4,2,2,9,1625.8
152,248.3,3,0,6,2,2,5,3018.46
50,30.0,1,2,6,2,2,8,953.64
89,45.5,5,3,3,2,1,3,1266.2
246,298.2,7,0,6,2,1,3,3345.56
432,447.0,7,2,5,2,2,10,5117.82
398,286.0,6,2,4,2,0,7,4026.78
94,140.3,6,2,4,1,3,1,2110.62
65,30.0,7,0,7,2,0,5,980.57
202,155.8,6,2,7,2,3,12,2320.92
343,457.6,5,0,7,2,2,8,4695.02
386,533.7,7,0,5,2,4,11,5367.42
420,354.9,3,1,3,1,3,7,4699.49
203,199.9,3,3,1,1,2,1,2703.97
125,148.0,7,0,1,1,3,3,2000.29
61,205.7,3,3,7,1,0,2,2601.6
116,101.5,3,3,3,1,0,9,1757.81
79,65.6,2,3,1,1,2,10,1673.67
437,565.4,2,1,2,2,4,6,6466.92
170,163.8,5,0,1,2,4,9,2253.01
420,490.6,7,0,4,2,1,7,6086.02
298,214.6,1,3,5,1,1,9,3042.22
292,300.0,5,0,3,1,4,9,3307.86
254,157.8,6,2,6,2,2,6,3040.47
418,364.1,7,1,4,1,0,8,4118.77
69,147.7,6,3,7,2,1,4,2591.7
91,107.5,2,2,6,2,4,9,1776.16
240,237.7,4,2,1,2,4,11,2975.41
227,194.6,7,3,2,1,4,3,2746.42
295,299.6,7,3,6,2,0,9,3968.54
382,423.1,5,1,4,2,4,2,4571.83
314,402.8,7,2,6,1,0,5,5194.21
165,30.0,5,2,3,1,4,9,1087.75
197,158.8,1,3,1,2,4,4,2775.62
388,419.1,7,1,6,1,1,3,4481.81
140,153.1,2,1,6,2,0,5,2208.08
276,324.2,3,3,5,1,3,2,3895.82
292,330.7,2,3,3,2,0,8,4044.2
387,385.7,6,2,1,1,2,2,4455.66
371,354.1,1,0,6,1,1,4,4404.63
259,261.8,5,1,5,1,2,4,3582.39
189,289.4,7,1,5,1,4,12,3316.7
215,183.8,6,2,2,1,4,12,2686.76
235,250.6,3,2,6,2,2,1,3090.37
148,180.8,7,3,6,1,1,2,2758.57
331,460.2,3,0,7,1,4,9,4866.36
143,142.0,5,1,4,1,2,4,2189.63
341,428.1,4,2,6,2,0,8,4646.42
388,494.2,1,3,3,2,4,12,5354.87
482,497.5,1,0,5,2,4,2,4994.17
103,108.2,2,3,5,1,1,12,1812.92
391,388.0,7,0,6,2,0,1,4411.7
88,90.1,7,0,6,1,0,3,1278.89
201,280.8,3,3,1,2,2,7,4103.22
129,165.2,7,3,6,1,1,11,2455.19
123,159.5,1,3,6,2,3,7,2995.58
128,69.2,7,2,4,2,3,2,1548.5
69,30.0,2,2,4,1,0,3,996.52
420,590.0,1,2,6,2,4,10,6040.12
77,84.6,6,2,4,1,0,7,1723.81
229,194.8,3,2,3,2,0,1,2772.46
364,484.2,3,1,6,2,3,7,5928.9
495,534.7,6,3,6,2,3,5,7061.13
434,494.5,3,1,2,2,4,1,5074.59
111,121.3,6,2,6,1,2,3,2057.74
494,491.7,2,2,3,1,2,12,5214.11
344,352.1,1,2,1,2,3,9,3853.78
130,53.2,3,2,7,1,3,1,1429.96
251,264.8,5,0,2,1,3,1,3004.35
463,503.7,2,1,2,1,1,5,6008.39
226,375.5,2,1,2,2,4,6,4666.06
132,158.0,6,1,4,1,1,6,2539.57
443,299.6,4,3,2,1,1,9,4027.75
478,491.4,4,3,2,1,1,3,5323.41
489,650.0,2,2,3,1,1,1,6785.04
480,560.6,1,1,2,2,1,9,5952.17
442,405.2,1,0,2,2,2,11,4240.4
254,315.4,5,3,7,2,3,3,3734.68
136,104.1,1,3,5,2,2,5,2033.34
327,252.2,2,1,1,1,4,8,2977.29
149,144.6,7,3,1,2,2,2,2592.33
262,288.4,3,3,6,1,2,11,3597.39
345,233.9,6,2,2,1,0,3,3013.32
475,414.6,3,0,2,1,4,7,5025.34
180,200.7,7,0,5,1,0,5,2609.25
163,154.4,6,3,6,2,0,9,2566.86
380,427.6,4,2,3,1,4,3,4743.57
52,30.0,5,0,6,2,2,2,1151.38
304,374.0,3,0,3,1,0,7,4498.86
385,322.1,7,3,1,1,2,11,4144.11
297,432.0,3,1,6,1,2,8,4505.68
222,121.9,6,1,7,1,0,10,1825.03
422,365.5,5,2,7,1,3,6,4912.25
216,265.2,5,1,1,2,3,2,2943.66
369,505.5,3,3,4,2,0,6,6414.55
258,300.1,6,2,5,2,3,12,3622.84
61,120.4,6,1,1,1,1,10,1792.78
288,309.2,6,1,7,2,3,9,3686.58
72,30.0,6,3,1,2,1,4,1431.57
468,453.7,2,2,2,1,1,8,4814.51
320,255.2,7,3,7,2,2,8,3588.56
217,147.5,6,1,4,2,2,8,2169.58
268,316.1,2,0,5,2,1,11,3505.07
328,269.4,7,3,4,1,4,9,3538.65
167,209.4,4,0,6,1,3,3,2530.16
179,107.9,3,3,1,1,2,3,2137.26
238,278.7,2,2,5,1,1,8,3322.03
166,151.8,3,0,1,1,2,11,1959.13
391,509.5,1,3,2,1,0,12,5485.42
96,138.7,5,0,4,1,4,8,2031.99
421,527.5,5,1,4,2,0,7,6364.69
206,173.1,5,1,2,1,3,10,2394.65
302,325.9,4,2,6,1,1,12,3813.67
120,71.3,3,2,3,1,3,1,1384.93
